english,portuguese
thin,"[thin] fino/fina, finos/finas, aguado, delgado, diluir(-se, diluir(-se), dissipar(-se, dissipar(-se), escasso, estreito, leve, magra, magro, ralo, rarear"
thing,"[thing] coisa, problema"
things,"[things] coisas, as coisas"
think,"[think] acho, pensar, acha, acham, achamos, achando, achar, achei, acho que, achou que, estou achando, pensa, pensam, pensamos, pensaram, pensarei, pensaremos, pensaria, pensariam, pensará, pensasse, pense, pensei, pensem, penso, pensou, reflectir, reflete, refletem, refleti, refletimos, refletir, refletiram, refletirei, refletiremos, refletiria, refletiriam, refletirá, refletiu, reflito"
think so,[think so]
thinking,"[thinking] pensando, achar, pensado, pensar, reflectir, refletindo"
thinks,"[thinks] pensa, acha, acha que, acham, acham que, achar, acharam, pensam, pensar, reflectir, reflete, refletir"
thinner,"[thinner] escasso, mais magro, aguado, dissipar(-se), mais magra, estreito, finos/finas, magro, ralo, dissipar(-se, mais magros, leve, diluir(-se), rarear, mais magras, fino/fina, delgado, diluir(-se"
third,"[third] dia três de, terceira, terceiras, terceiro, terceiros, terça, terço"
thirteen,[thirteen] treze
thirty,"[thirty] trinta, e meia, trinta anos"
this,"[this] este, esta, isto, desse, desta, destas, deste, disso, disto, essa, esse, estas, estes, isso, nesta, neste"
those,"[those] aqueles, aquelas, esses, a qual, aquela, aquele, aquilo, da qual, daquelas, daquele, daqueles, de tal modo, dessas, desses, do qual, essas, esse, isso, naquelas, nessas, o qual, que, tantos, tão"
though,"[though] embora, entanto, ainda que, apesar de, conquanto, contudo, entretanto, no entanto, se bem que"
thought,"[thought] pensei, pensado, pensou, achado, achamos, acharam, achasse, achava, achavam, achei, achou, ideia, idéia, pensamento, pensamos, pensar, pensaram, pensarei, pensaria, pensariam, pensará, pensarão, pensasse, pensava, pensavam, pensou que, pensávamos, reflectir, refleti, refletia, refletiam, refletido, refletimos, refletir, refletiram, refletirei, refletiria, refletiriam, refletirá, refletirão, refletiu, refletíamos"
thousand,[thousand] mil
thousands,"[thousands] milhares, mil, miles"
threat,[threat] ameaça
three,[three] três
threw,"[threw] jogar, lancei, arremessou, atirei, lançar, lançava, lançamos, desconcertava, jogava, atirou, joguei, lançe, jogou, desconcertei, lançamento, desconcertou, atirava, lançou, atirar"
through,"[through] através, pela, através de, a, através da, através do, até o fim, completamente, directo, direto, durante, pelas, pelo, pelos, por, por causa de, por intermédio, por meio de"
thursday,"[thursday] quinta-feira, quinta, quintas-feiras"
thursdays,"[thursdays] quintas-feiras, quinta-feira, quintas"
ticket,"[ticket] bilhete, aviso de multa, bilhetes, dos ingressos, entrada, etiqueta, ingresso, multa, passagem"
tights,"[tights] apertados, meias-calças, meia-calça"
till,"[till] até às, caixa, até"
time,"[time] tempo, vez, hora, horas, horário, momento, período, prazo, vez em, época"
times,"[times] vezes, tempos, momentos, acertar, cronometrar, hora, horas, tempo, épocas"
tired,"[tired] cansado, cansados, cansada, cansadas"
title,[title] título
titles,"[titles] títulos, título"
to,"[to] a, para, para a, ao, aos, até, com, da, de, em, entre, na, nas, no, para o, por, que, à, às"
toast,"[toast] torrada, brinde, torrar, beber à saúde de, torradas, brindar, fatia de pão torrado, saúde"
today,"[today] hoje, de hoje"
together,"[together] ao mesmo tempo, junta, juntamente, juntas, junto, juntos"
told,"[told] disse, dito, contou, avisada, avisado, contado, contamos, contar, contaram, contaria, contariam, contará, contarão, contaríamos, contava, contavam, contei, contávamos, direi, diria, diriam, dirá, dirão, diríamos, disse ao, disse à, dissemos, disseram, dissesse, distingui, distinguia, distinguiam, distinguir, distinguiram, distinguiriam, distinguirão, distinguiríamos, distinguiu, dizer, dizia, diziam, dizíamos, falado, falamos, falar, falaram, falarei, falaria, falariam, falará, falarão, falaríamos, falassem, falava, falavam, falei, falei para, falou, falávamos, mandou, saber, saberia, saberiam, saberá, saberão, saberíamos, sabia, sabiam, sabido, sentido, soube, soubemos, souberam, tenha dito, ver-se"
tomato,[tomato] tomate
tomorrow,[tomorrow] amanhã
tongue,[tongue] língua
tongues,[tongues] línguas
tonight,"[tonight] hoje à noite, esta noite"
too,"[too] muito, demais, muita, demasiado, igualmente, muitas, muitos, também"
took,"[took] levou, tomou, fazer, agarrar em, agarrava em, agarrou em, agarrávamos em, aguentamos, aguentar, aguentaram, aguentaria, aguentava, aguentavam, aguentei, aguentou, aguentávamos, apanhamos, apanhei, apanhou, comi, demoraram, demorei, demorou, deu, exigi, exigia, exigiam, exigir, exigiram, exigiria, exigiu, exigíamos, faria, fazia, faziam, fazíamos, fez, fiz, fizemos, fizeram, levamos, levar, levaram, levariam, levasse, levassem, levasses, levava, levavam, levei, levássemos, levávamos, pegamos, pegaram em, pegaria em, pegasse, pegassem, pegasses, pegava em, pegavam em, pegou, pegou em, peguei em, pegássemos, suportamos, suportar, suportaram, suportaria, suportava, suportavam, suportei, suportou, suportávamos, tiramos, tirar, tiraram, tiraria, tirasse, tirassem, tirasses, tirava, tiravam, tirei, tirou, tirássemos, tirávamos, tomamos, tomar, tomaram, tomaria, tomava, tomavam, tomei, tomávamos"
tooth,[tooth] dente
toothbrush,"[toothbrush] escova de dentes, escova de dente"
toothpaste,"[toothpaste] pasta de dente, pasta de dentes"
top,"[top] topo, em cima, alto, máxima"
total,"[total] total, elevar-se a, monta a, montam a, montamos a, montar a, monto a, totaliza, totalizam, totalizamos, totalizar, totalizo"
touch,"[touch] tocar, toco, tocar em, comove, comovem, comovemos, comover, comoveram, comoverei, comoveremos, comoveria, comoverá, comoverão, comoveu, comovo, contato, encosta, encostam, encostamos, encostar, encostaram, encostarei, encostaremos, encostaria, encostará, encostarão, encosto, encostou, mexe em, mexem em, mexemos em, mexer em, mexeram em, mexerei em, mexeremos em, mexeria em, mexerá em, mexerão em, mexeu em, mexo em, retoque, tacto, tato, toca, tocam, tocam em, tocamos, tocar-se, tocaram, tocarei, tocaremos, tocaria, tocará, tocarão, tocou, toque, toquei, toquem, toques"
touched,"[touched] toquei, tocou, mexido em, comovemos, comover, comoveram, comoveu, comovi, comovia, comoviam, comovido, comovíamos, encostado, encostar, encostaram, encostava, encostavam, encostei, encostou, encostámos/encostamos, encostávamos, mexemos em, mexer em, mexeram em, mexeu em, mexi em, mexia em, mexiam em, mexíamos em, tocada, tocado, tocar, tocar-se, tocaram, tocava, tocavam, tocámos/tocamos, tocávamos"
touching,"[touching] tocando, mexendo em, comovedor, comovendo, comovente, encostando, tocar, tocar-se"
tourist,"[tourist] turista, turístico"
tourists,"[tourists] turistas, turísticos"
towards,"[towards] para, a caminho do, com, em direção a, em direção ao, em direção à, na direção de, rumo, rumo a, rumo ao"
tower,[tower] torre
towers,[towers] torres
town,[town] cidade
towns,"[towns] cidades, cidadezinhas"
trade,"[trade] comércio, troca, comercia (em), comercial, comerciam, comerciamos (em), comerciar (em), comerciaram (em), comerciaria (em), comerciou (em), negocia, negocia (em), negociam, negociam (em), negociamos (em), negociar (em), negociaram (em), negociaria (em), negociou (em), ofício, profissão, trocam, trocar, trocaram, trocou"
tradition,"[tradition] tradição, tradições"
traditional,"[traditional] tradicional, conservador, conservadora, conservadoras, conservadores, de tradição, tradicionais"
traffic,"[traffic] trânsito, tráfico, traficar, tráfego"
train,"[train] trem, treino, treinar, aponta, apontam, apontamos, apontar, apontaremos, apontaria, aponto, assestar, cauda, comboio, comitiva, educa, educam, educamos, educar, educaria, educará, educarão, educo, estuda, estudam, estudamos, estudar, estudaremos, estudaria, estudo, fila, forma, formam, formamos, formar, formaria, formarão, formo, guia, guiam, guiamos, guiar, guiaria, guio, transporte ferroviário, treina, treinam, treinamos, treinar-se, treinaremos, treinaria, treine"
training,"[training] treinamento, treinando, treinar-se, apontando, assestar, educando, estudando, formando, guiando, treinar, treino"
transportation,[transportation] transporte
trash,"[trash] porcaria, disparates, lixo"
trash can,[trash can]
travel,"[travel] viajam, viajamos, percorre, percorrem, percorremos, percorrer, percorro, vai, viagem, viagens, viaja, viajar, viajariam, viajará, viajarão, viajemos, viajo, vou, vão"
traveled,"[traveled] viajei, foi, ia, irei, percorrer, percorreu, percorria, percorrido, viagem, viajado, viajamos, viajaram, viajarei, viajava, viajou"
travels,"[travels] viaja, percorre, percorrer, vai, viagem, viagens"
treatment,[treatment] tratamento
tree,[tree] árvore
trees,[trees] árvores
trend,"[trend] tendência, moda"
tried,"[tried] tentado, tentou, tentei, cansado, cansamos, cansar, cansaram, cansava, cansavam, cansei, cansou, cansámos, cansávamos, ensaio, experimentado, experimentamos, experimentar, experimentaram, experimentarei, experimentaria, experimentarão, experimentava, experimentavam, experimentei, experimentou, experimentámos, experimentávamos, experiência, julgado, julgamos, julgar, julgaram, julgava, julgavam, julgou, julguei, julgámos, julgávamos, provado, punha à prova, punham à prova, pus à prova, pusemos à prova, puseram à prova, pôr à prova, pôs à prova, púnhamos à prova, tentamos, tentar, tentaram, tentarei, tentaria, tentarão, tentativa, tentava, tentavam, tentávamos"
tries,"[tries] tenta, experimenta, prova, cansa, cansar, ensaio, ensaios, experimentar, experiência, experiências, julga, julgar, pôr à prova, põe à prova, tentar, tentativa, tentativas, tente"
trip,"[trip] viagem, dar um passo em falso, tropeçar, viagens"
true,"[true] verdade, verdadeira, de verdade, exacto, exato, realidade, verdadeiras, verdadeiro, verdadeiros"
trust,"[trust] confiança, confio, confia, (eles/elas) confiam em, acredito, confiar, confiar em, confiaria, confie, consórcio, espera, esperam, esperar, esperaram, espero, esperou, fideicomisso, fundação, responsabilidade, tem confiança em, temos confiança em, tenho confiança em, ter confiança em, teve confiança em, tiveram confiança em, trust, truste, têm confiança em"
truth,[truth] verdade
try,"[try] tentar, tente, tento, cansa, cansam, cansamos, cansar, cansarei, cansaria, cansará, cansei, canso, cansou, ensaio, experimenta, experimentam, experimentamos, experimentar, experimentarei, experimentaremos, experimentaria, experimentará, experimentarão, experimente, experimentei, experimento, experimentou, experiência, julga, julgam, julgamos, julgar, julgarei, julgaria, julgará, julgo, pomos à prova, ponho à prova, porei à prova, poria à prova, porá à prova, provam, provar, pôr à prova, põe à prova, põem à prova, tenta, tentam, tentamos, tentarei, tentaremos, tentaria, tentarmos, tentará, tentarão, tentativa, tentei, tentem, tentou"
try on,"[try on] experimentar, experimente, provar, experimentei, provam, experimentam"
try the jeans on,[try the jeans on]
try them on,[try them on] experimentei
trying,"[trying] tentando, difícil, ensaio, experimentando, experimentar, experiência, julgando, julgar, pondo à prova, pôr à prova, tentado, tentar, tentativa"
tuesday,"[tuesday] terça, terça-feira, terças-feiras"
tuesdays,"[tuesdays] terças-feiras, terça-feira, terças"
turn,"[turn] vire, dobramos, vez, ataque, crise, curva, dobra, dobram, dobrar, dobraram, dobrarei, dobraria, dobrará, dobrarão, dobro, dobrou, fica, ficam, ficamos, ficar, ficaram, ficarei, ficaria, ficará, ficarão, fico, ficou, gira, giram, giramos, girar, giraram, girarei, giraria, girará, girarão, giro, girou, mudança, rua, se tornam, se tornarem, susto, tornam, tornar-se, transforma, transformam, transformamos, transformar, transformar-se, transformaram, transformarei, transformaria, transformará, transformo, transformou, vira, viram, viramos, virar, virar-se, viraram, virarei, viraria, virará, virarão, virem, viro, virou, volta, voltam, voltamos, voltar, voltar-se, voltaram, voltarei, voltaria, voltará, voltarão, volto, voltou"
turn off,"[turn off] desligo, desligar, desligará, desligou, apague, desliga, fechar, desligue, desligam"
turn on,"[turn on] ligarmos, acender, abrimos, ligo, liga, ligar, acende, abrir, ligou, ligue"
turn on the computer,[turn on the computer]
turn the lights on,[turn the lights on]
turned,"[turned] virou, transformou, ficou, dobrado, dobraram, dobraria, dobrava, dobravam, dobrei, dobrou, dobrávamos, ficado, ficaram, ficaria, ficava, ficavam, ficávamos, fiquei, girado, girar, giraram, giraria, girava, giravam, girei, girou, girávamos, se tornou, tornar-se, transformado, transformar-se, transformaram, transformaria, transformava, transformavam, transformei, transformávamos, virado, viramos, virar, viraram, viraria, virava, viravam, virei, virávamos, voltado, voltar-se, voltaram, voltaria, voltava, voltavam, voltei, voltou, voltávamos"
turns,"[turns] vira, gira, voltas, ataques, crises, curvas, dobra, dobrar, fica, ficar, girar, girares, mudanças, sustos, tornar-se, transforma, transformar(-se), transformares, vezes, virar(-se), virares, vire, volta, voltar(-se)"
turtle,[turtle] tartaruga
turtles,"[turtles] tartarugas, as tartarugas"
tv,"[tv] tv, televisão, televisor, tevê"
twelfth,"[twelfth] doze, décimo segundo"
twelve,"[twelve] doze, doze anos"
twenty,[twenty] vinte
twenty-five,[twenty-five] vinte e cinco anos
twice,"[twice] duas vezes, em dobro, duas ocasiões"
two,"[two] dois, duas"
type,"[type] tipo, gênero, cara, digitar, digite, género"
uk,[uk] Reino Unido
umbrella,[umbrella] guarda-chuva
umbrellas,"[umbrellas] sombrinhas, guarda-chuvas"
uncle,[uncle] tio
under,"[under] debaixo, sob, em, abaixo, abaixo de, com menos de, conforme, debaixo da, debaixo de, durante, embaixo, mais novo, menor, menos, por baixo, segundo"
understand,"[understand] entender, entende, entendo, compreende, compreendem, compreendemos, compreender, compreendo, entenda, entendam, entendem, entendeu, entendi, estamos entendendo, estou entendendo, está entendendo, estão entendendo"
understood,"[understood] entendido, entendesse, compreendemos, compreender, compreenderam, compreenderia, compreenderiam, compreenderá, compreenderão, compreenderíamos, compreendeu, compreendi, compreendia, compreendiam, compreendido, compreendíamos, entendemos, entender, entenderam, entenderia, entenderiam, entenderá, entenderão, entenderíamos, entendeu, entendi, entendia, entendiam, entendíamos"
